,RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Sleep.Disturbances,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,REM.Percentage,Deep.Sleep.Percentage,Restorative.Sleep..hours.,Restorative.Sleep....,RSI
0,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
1,48.0,120.0,58.0,51.0,6.36,5.62,11.02,88.0,7.0,6.0,15.97,3.0,1.67,1.42,2.53,0.74,3.21,66.0,11.7188,5.62,26.3,22.3,3.97,64.6,0.33
2,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
3,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
4,53.0,121.0,61.0,55.0,6.25,5.56,10.15,89.0,8.0,7.0,10.57,3.0,1.57,0.54,3.45,0.7,1.89,37.0,13.0078,5.56,25.1,8.6,2.68,39.6,0.36
5,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
6,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
7,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
8,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
9,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
10,43.0,145.0,93.0,89.0,7.85,7.55,8.52,96.0,7.0,5.0,0.0,5.0,2.32,2.02,3.22,0.31,0.8,66.0,12.2461,7.55,29.6,25.7,3.19,38.5,0.36
11,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
12,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
13,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
14,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
15,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
16,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
17,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
18,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
19,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
20,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
21,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
22,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
23,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
24,44.0,125.0,59.0,66.0,6.34,6.0,9.12,95.0,4.0,3.0,2.39,4.0,1.6,1.22,3.18,0.35,1.39,66.0,12.4219,6.0,21.5,11.2,1.96,32.7,0.3
25,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
26,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
27,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
28,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
29,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
30,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
31,46.0,136.0,71.0,73.0,6.7,6.38,8.74,95.0,12.0,9.0,0.0,3.0,2.48,2.11,1.78,0.33,0.25,74.0,11.543,6.38,37.0,31.5,0.0,0.0,0.36
32,61.0,79.0,27.0,58.0,6.15,5.68,9.76,92.0,8.0,7.0,0.0,4.0,2.24,1.87,1.56,0.48,1.24,57.0,12.3047,5.68,36.4,30.4,4.78,44.3,0.36
33,41.0,137.0,85.0,67.0,6.72,6.33,9.49,94.0,8.0,7.0,0.0,4.0,2.17,1.63,2.53,0.4,1.63,73.0,12.3779,6.33,32.3,24.3,3.94,56.7,0.27
34,41.0,142.0,87.0,66.0,7.16,6.38,9.62,89.0,9.0,5.0,0.0,5.0,2.08,2.37,1.93,0.79,1.28,77.0,11.8359,6.38,29.1,33.1,4.9,44.0,0.36
35,43.0,114.0,60.0,68.0,6.98,6.59,9.66,94.0,12.0,9.0,1.91,3.0,1.41,1.31,3.88,0.39,1.32,82.0,12.1289,6.59,20.2,18.8,4.5,51.3,0.36
36,48.0,119.0,65.0,75.0,7.88,7.44,9.87,94.0,4.0,1.0,1.43,6.0,2.63,1.57,3.24,0.45,1.24,82.0,12.0312,7.44,33.4,19.9,2.51,31.4,0.36
37,42.0,149.0,90.0,71.0,7.19,6.52,9.24,91.0,9.0,8.0,12.55,4.0,2.32,1.49,2.71,0.68,0.97,81.0,12.4219,6.52,32.3,20.7,3.27,47.0,0.36
38,58.0,80.0,25.0,73.0,9.49,7.19,9.85,76.0,8.0,3.0,0.0,6.0,2.48,1.7,3.01,2.31,1.12,75.0,13.2324,7.19,26.1,17.9,2.92,63.1,0.36
39,44.0,155.0,81.0,54.0,7.03,5.08,9.36,72.0,6.0,4.0,7.69,3.0,0.85,1.28,2.95,1.96,1.04,74.0,12.3047,5.08,12.1,18.2,4.45,62.2,0.36
40,47.0,160.0,64.0,27.0,3.28,2.72,10.23,83.0,4.0,3.0,5.32,3.0,0.66,0.56,1.5,0.56,1.78,81.0,12.7148,2.72,20.1,17.1,4.89,61.0,0.36
41,41.0,119.0,71.0,77.0,8.66,8.12,10.61,94.0,11.0,8.0,0.0,8.0,2.16,1.73,4.24,0.55,2.82,43.0,13.1543,8.12,24.9,20.0,4.31,52.0,0.36
42,50.0,135.0,73.0,90.0,8.91,8.0,8.85,90.0,10.0,6.0,1.91,7.0,3.24,2.55,2.21,0.93,1.04,73.0,11.7065,8.0,36.4,28.6,2.65,32.7,0.36
43,40.0,98.0,37.0,39.0,4.12,3.46,8.94,84.0,5.0,2.0,2.39,3.0,0.83,0.94,1.7,0.66,1.14,47.0,12.6636,3.46,20.1,22.8,5.37,56.5,0.36
44,39.0,101.0,54.0,100.0,9.07,8.5,5.53,94.0,12.0,11.0,9.15,7.0,1.94,2.28,4.28,0.58,2.36,55.0,12.3633,13.15,21.4,25.1,4.51,53.2,0.36
45,43.0,135.0,74.0,55.0,5.01,4.66,8.51,93.0,12.0,9.0,3.89,5.0,1.59,0.83,2.24,0.36,0.0,58.0,12.832,4.66,31.7,16.6,4.23,38.3,0.36
46,55.0,105.0,53.0,70.0,6.57,6.16,8.79,94.0,12.0,12.0,0.0,4.0,2.17,1.74,2.25,0.42,1.74,52.0,12.8906,7.55,33.0,26.5,2.4,26.5,0.36
47,55.0,80.0,31.0,68.0,7.12,6.52,9.55,92.0,4.0,2.0,7.19,2.0,1.7,1.59,3.22,0.61,1.49,58.0,12.5977,6.52,23.9,22.3,3.29,46.2,0.36
48,40.0,121.0,76.0,98.0,7.01,6.78,6.89,97.0,4.0,3.0,2.88,6.0,0.76,1.66,4.36,0.24,1.59,49.0,12.5098,9.28,10.8,23.7,2.75,44.1,0.36
49,45.0,131.0,81.0,78.0,5.31,5.06,6.46,95.0,12.0,7.0,0.0,4.0,0.89,1.64,2.53,0.25,0.1,52.0,12.1875,6.66,16.8,30.9,3.21,36.3,0.36
50,63.0,56.0,17.0,85.0,7.31,6.96,8.14,95.0,6.0,4.0,0.0,6.0,2.68,1.94,2.34,0.36,1.09,58.0,12.7344,7.92,36.7,26.5,3.98,55.5,0.36
51,50.0,152.0,94.0,92.0,6.84,6.56,7.1,96.0,7.0,6.0,1.92,6.0,2.03,1.48,3.05,0.29,0.75,40.0,11.8652,8.07,29.7,21.6,1.97,36.3,0.36
52,67.0,62.0,17.0,49.0,4.6,4.22,8.61,92.0,6.0,5.0,0.0,2.0,1.53,1.14,1.55,0.38,0.4,49.0,12.7148,4.22,33.3,24.8,3.74,40.7,0.36
53,46.0,136.0,78.0,100.0,9.12,8.53,8.3,94.0,12.0,11.0,0.0,6.0,2.37,2.76,3.4,0.59,0.5,78.0,12.1914,8.53,26.0,30.3,3.48,52.5,0.36
54,56.0,119.0,66.0,76.0,8.1,7.6,9.98,94.0,6.0,4.0,0.0,6.0,1.42,1.36,4.82,0.51,1.97,60.0,11.8652,7.6,17.5,16.8,3.72,39.7,0.36
55,61.0,97.0,48.0,90.0,9.3,8.18,9.12,88.0,15.0,12.0,0.0,5.0,2.76,1.32,4.11,1.13,1.19,60.0,11.8359,8.18,29.7,14.2,2.68,37.0,0.36
56,46.0,129.0,67.0,99.0,8.85,7.81,7.87,88.0,17.0,16.0,13.04,5.0,2.37,2.05,3.38,1.05,0.0,72.0,12.5391,7.81,26.8,23.2,4.53,61.5,0.36
57,46.0,124.0,58.0,85.0,7.4,6.78,7.97,92.0,13.0,12.0,5.29,6.0,2.15,1.83,2.81,0.63,0.05,74.0,12.1289,6.78,29.1,24.7,4.33,55.6,0.36
58,42.0,111.0,52.0,100.0,10.78,9.36,8.53,87.0,15.0,10.0,0.0,7.0,2.13,2.65,4.58,1.43,0.58,71.0,13.0664,9.36,19.8,24.6,6.97,64.5,0.36
59,43.0,116.0,58.0,100.0,9.16,8.36,7.86,91.0,20.0,19.0,4.31,9.0,2.13,2.22,4.01,0.81,0.0,77.0,12.2461,8.36,23.3,24.2,2.41,45.7,0.36
60,44.0,120.0,64.0,93.0,8.32,7.69,8.3,92.0,11.0,8.0,0.0,7.0,2.34,2.02,3.33,0.64,0.0,74.0,12.5977,7.69,28.1,24.3,2.08,35.7,0.36
61,42.0,127.0,76.0,68.0,6.21,5.71,8.36,92.0,8.0,6.0,7.21,2.0,1.5,1.45,2.76,0.5,0.27,82.0,11.543,5.71,24.2,23.3,2.9,36.6,0.36
62,72.0,44.0,11.0,81.0,7.41,6.07,7.47,82.0,13.0,7.0,1.91,6.0,2.54,1.04,2.49,1.35,0.5,54.0,13.125,7.01,34.3,14.0,2.82,33.3,0.36
63,50.0,140.0,79.0,100.0,10.66,9.52,8.74,89.0,18.0,13.0,2.87,11.0,2.61,2.35,4.57,1.16,0.94,46.0,12.1875,9.52,24.5,22.0,2.93,40.1,0.36
64,70.0,59.0,24.0,100.0,8.36,7.14,6.45,85.0,18.0,11.0,0.96,4.0,1.22,1.85,4.07,1.23,0.0,55.0,12.8955,8.5,14.6,22.1,3.67,45.9,0.36
65,46.0,163.0,84.0,76.0,6.73,6.2,8.14,92.0,7.0,4.0,4.31,3.0,1.84,0.98,3.38,0.53,0.0,74.0,11.9165,6.2,27.3,14.6,4.62,44.9,0.36
66,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
67,46.0,144.0,92.0,100.0,10.69,9.16,9.11,86.0,11.0,6.0,2.88,11.0,3.22,1.9,4.04,1.55,1.19,63.0,12.627,9.16,30.1,17.8,3.86,53.5,0.36
68,43.0,140.0,88.0,89.0,7.37,7.06,7.94,96.0,6.0,5.0,0.0,4.0,1.49,1.47,4.1,0.32,0.0,62.0,12.2461,7.06,20.2,19.9,3.55,47.3,0.36
69,45.0,150.0,81.0,72.0,6.93,6.38,8.83,92.0,5.0,3.0,6.75,7.0,2.1,1.15,3.12,0.56,0.55,72.0,12.1289,6.38,30.3,16.6,2.06,33.5,0.36
70,49.0,141.0,78.0,100.0,10.82,10.09,9.61,93.0,11.0,8.0,12.99,11.0,3.61,2.66,3.82,0.74,1.08,69.0,12.3633,10.09,33.4,24.6,4.05,46.0,0.36
71,52.0,133.0,69.0,77.0,7.18,6.72,8.69,94.0,9.0,8.0,0.0,4.0,1.5,1.98,3.25,0.46,0.0,65.0,11.6016,6.72,20.9,27.6,3.66,55.5,0.36
72,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,2.49,33.5,0.36
73,77.0,29.0,1.0,14.0,1.29,1.21,8.85,93.0,12.0,2.0,2.39,1.0,0.03,0.35,0.83,0.09,0.95,56.0,13.8037,1.21,2.3,27.1,3.93,44.3,0.36
74,63.0,54.0,22.0,57.0,5.59,5.36,9.46,96.0,12.0,4.0,2.87,4.0,2.15,0.96,2.25,0.23,0.89,56.0,12.2461,5.36,38.5,17.2,5.01,66.2,0.36
75,52.0,132.0,82.0,82.0,7.3,7.24,8.79,99.0,12.0,2.0,0.0,4.0,1.23,1.7,4.31,0.07,1.66,44.0,11.3672,8.35,16.8,23.3,3.48,48.5,0.36
76,46.0,154.0,86.0,86.0,8.15,7.47,8.67,92.0,11.0,9.0,0.0,6.0,1.9,2.18,3.39,0.68,0.9,72.0,12.0117,7.47,23.3,26.7,3.14,50.5,0.29
77,47.0,162.0,91.0,100.0,7.49,7.32,6.39,98.0,12.0,5.0,0.0,7.0,2.64,1.79,2.89,0.18,0.7,45.0,11.7188,10.12,35.2,23.9,2.5,29.7,0.36
78,49.0,125.0,63.0,70.0,6.21,5.84,8.3,94.0,12.0,9.0,3.83,4.0,1.57,1.13,3.14,0.38,0.0,67.0,11.9531,5.84,25.3,18.2,3.14,43.4,0.36
79,52.0,132.0,68.0,79.0,7.53,7.18,9.12,95.0,7.0,6.0,0.0,7.0,2.7,1.29,3.19,0.35,1.16,56.0,12.1143,7.18,35.9,17.1,1.08,31.0,0.36
80,49.0,137.0,70.0,83.0,7.86,7.17,8.67,91.0,7.0,6.0,13.47,6.0,2.37,1.63,3.17,0.7,0.81,62.0,12.1875,7.17,30.2,20.7,3.89,51.3,0.36
81,44.0,111.0,52.0,80.0,7.68,6.95,8.71,90.0,8.0,6.0,2.87,5.0,1.33,1.49,4.14,0.74,0.85,68.0,12.334,6.95,17.3,19.4,3.1,32.9,0.36
82,44.0,100.0,47.0,100.0,9.64,8.89,8.55,92.0,10.0,7.0,6.71,8.0,1.8,2.3,4.79,0.76,0.77,56.0,12.4512,8.89,18.7,23.9,4.0,50.9,0.36
83,44.0,105.0,51.0,95.0,8.78,7.39,7.8,84.0,18.0,14.0,13.94,4.0,1.35,2.08,3.95,1.41,0.0,59.0,12.7734,7.39,15.4,23.7,1.93,38.0,0.36
84,48.0,146.0,84.0,59.0,7.55,6.59,11.17,87.0,17.0,13.0,0.0,3.0,1.85,1.78,2.97,0.96,3.33,57.0,13.3594,6.59,24.5,23.6,5.42,57.4,0.36
85,49.0,141.0,78.0,69.0,6.48,6.21,8.97,96.0,4.0,3.0,0.0,6.0,1.73,1.78,2.7,0.28,0.25,75.0,12.4512,6.21,26.7,27.5,2.75,46.1,0.36
86,49.0,130.0,78.0,65.0,7.12,6.35,9.81,89.0,11.0,8.0,0.0,5.0,2.04,1.46,2.85,0.77,1.59,68.0,12.9492,6.35,28.7,20.5,3.4,43.6,0.36
87,47.0,128.0,68.0,60.0,6.05,5.53,9.16,91.0,9.0,6.0,3.35,5.0,1.79,1.89,1.85,0.52,1.35,67.0,12.0898,5.53,29.6,31.2,1.32,33.2,0.36
88,48.0,155.0,63.0,29.0,3.2,2.76,9.51,86.0,6.0,5.0,4.34,1.0,0.72,0.47,1.58,0.44,1.55,22.0,13.1836,2.76,22.5,14.7,2.94,48.0,0.36
89,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
90,50.0,137.0,82.0,64.0,7.21,6.7,10.5,93.0,9.0,7.0,0.0,7.0,2.37,1.49,2.83,0.52,2.75,30.0,12.2461,6.7,32.9,20.7,5.37,65.5,0.36
91,47.0,152.0,95.0,81.0,8.93,7.89,9.76,88.0,9.0,6.0,2.39,5.0,2.28,2.75,2.86,1.04,1.79,42.0,12.0117,7.89,25.5,30.8,4.09,47.4,0.36
92,49.0,139.0,81.0,86.0,8.99,7.71,8.98,86.0,18.0,12.0,10.57,8.0,2.63,2.13,2.95,1.29,1.2,73.0,12.4219,7.71,29.3,23.7,3.22,35.7,0.36
93,40.0,106.0,43.0,76.0,7.59,6.65,8.79,88.0,12.0,11.0,2.39,3.0,1.7,1.82,3.14,0.95,0.66,65.0,12.4805,6.65,22.4,24.0,2.88,36.6,0.36
94,50.0,136.0,70.0,100.0,8.74,8.18,7.99,94.0,11.0,10.0,0.0,6.0,3.38,2.54,2.26,0.57,0.93,62.0,12.4805,9.55,38.7,29.1,3.68,30.2,0.36
95,46.0,126.0,61.0,100.0,10.87,9.64,8.46,89.0,20.0,14.0,9.13,7.0,2.6,2.48,4.56,1.24,0.0,62.0,12.9492,9.64,23.9,22.8,5.92,67.7,0.36
96,43.0,102.0,40.0,100.0,10.43,9.47,6.18,91.0,14.0,10.0,2.44,7.0,1.88,2.09,5.49,0.97,0.0,50.0,12.7148,11.14,18.0,20.0,3.24,34.0,0.2
97,43.0,136.0,79.0,100.0,9.72,8.65,4.57,89.0,17.0,15.0,0.95,10.0,3.21,1.53,3.91,1.08,0.0,48.0,12.6562,12.29,33.0,15.7,6.16,57.3,0.36
98,44.0,126.0,67.0,100.0,10.05,8.85,8.38,88.0,18.0,15.0,5.27,5.0,1.77,2.03,5.05,1.21,0.0,55.0,12.1289,8.85,17.6,20.2,3.52,38.3,0.36
99,42.0,144.0,89.0,100.0,9.64,8.73,7.01,91.0,18.0,16.0,0.0,9.0,2.78,1.71,4.24,0.93,0.0,60.0,12.3828,9.92,28.8,17.7,3.02,41.8,0.36
100,43.0,152.0,83.0,56.0,3.59,3.46,6.21,97.0,12.0,4.0,0.0,1.0,1.84,0.94,0.68,0.13,0.0,30.0,12.5977,5.79,51.3,26.2,2.68,29.4,0.36
101,41.0,157.0,91.0,80.0,8.52,8.26,10.29,97.0,12.0,8.0,0.0,5.0,2.2,2.21,3.86,0.27,1.7,49.0,12.6855,8.26,25.8,25.9,3.23,38.6,0.36
102,44.0,136.0,65.0,90.0,8.6,7.74,8.58,90.0,16.0,13.0,0.0,5.0,1.65,1.33,4.77,0.87,0.77,56.0,13.0078,7.74,19.2,15.5,4.74,48.8,0.36
103,48.0,146.0,85.0,100.0,11.1,9.93,9.22,89.0,11.0,8.0,6.25,8.0,3.01,2.61,4.32,1.18,0.7,65.0,12.5781,9.93,27.1,23.5,3.83,52.1,0.36
104,44.0,132.0,57.0,57.0,5.21,5.06,8.87,97.0,12.0,3.0,2.39,2.0,1.17,0.97,2.92,0.15,0.5,57.0,12.2461,5.06,22.5,18.6,1.11,28.9,0.36
105,43.0,147.0,71.0,48.0,5.14,4.86,10.11,95.0,12.0,8.0,0.0,3.0,1.33,1.24,2.28,0.29,1.66,48.0,11.8604,4.86,25.9,24.1,4.95,48.7,0.36
106,49.0,125.0,46.0,63.0,6.67,6.52,10.31,98.0,12.0,4.0,1.91,3.0,2.52,1.8,2.2,0.16,2.01,59.0,12.3047,6.52,37.8,27.0,1.09,22.8,0.36
107,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
108,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
109,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
110,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
111,44.0,132.0,72.0,97.0,11.67,9.85,10.15,84.0,16.0,12.0,1.91,10.0,3.35,2.6,3.9,1.83,1.43,66.0,13.7109,9.85,28.7,22.3,1.65,33.7,0.36
112,53.0,119.0,69.0,100.0,9.13,8.54,7.41,94.0,12.0,11.0,2.39,5.0,2.1,1.7,4.74,0.6,0.15,66.0,12.207,9.92,23.0,18.6,2.57,57.1,0.36
113,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
114,49.0,155.0,84.0,70.0,5.72,5.51,7.88,96.0,4.0,3.0,0.0,3.0,1.7,1.38,2.43,0.22,0.0,61.0,12.3047,5.51,29.7,24.1,0.88,21.1,0.36
115,52.0,106.0,57.0,100.0,9.43,8.48,7.8,90.0,13.0,9.0,2.4,8.0,3.78,1.56,3.14,0.96,0.0,66.0,11.7773,8.48,40.1,16.5,2.21,29.5,0.36
116,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
117,43.0,139.0,72.0,100.0,8.41,7.54,5.37,90.0,9.0,6.0,2.87,6.0,2.9,1.36,3.28,0.88,1.16,40.0,12.3047,11.22,34.5,16.2,3.0,48.9,0.36
118,49.0,146.0,77.0,98.0,8.91,8.44,8.65,95.0,7.0,5.0,0.0,9.0,2.85,1.58,4.02,0.47,0.0,63.0,12.5391,8.44,32.0,17.7,4.26,50.7,0.36
119,45.0,151.0,85.0,100.0,12.7,10.66,7.44,84.0,23.0,18.0,0.0,10.0,3.02,2.38,5.26,2.06,0.1,41.0,12.5391,11.62,23.8,18.7,2.47,34.7,0.36
120,42.0,133.0,59.0,94.0,8.05,7.51,8.01,93.0,10.0,8.0,0.0,6.0,1.61,1.49,4.41,0.56,0.0,41.0,12.1875,7.51,20.0,18.5,3.11,40.7,0.36
121,42.0,112.0,45.0,100.0,8.29,7.5,6.52,90.0,14.0,12.0,6.26,4.0,1.79,1.41,4.3,0.8,0.3,52.0,12.8906,9.2,21.6,17.0,4.73,54.9,0.36
122,42.0,134.0,63.0,83.0,7.87,6.44,7.81,82.0,10.0,6.0,11.54,4.0,1.42,1.37,3.64,1.44,0.0,62.0,12.6562,6.44,18.0,17.4,4.46,49.1,0.36
123,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
124,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
125,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
126,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
127,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
128,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.26
129,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
130,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
131,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
132,55.0,72.0,69.0,100.0,8.13,6.28,8.63,92.0,12.0,10.0,0.0,6.0,1.98,1.29,3.75,0.51,0.0,66.0,17.6367,7.22,24.2,18.8,3.02,41.8,0.36
